,company,task,info
278,테라펀딩,테라펀딩_보안 기술 담당," 테라펀딩은 부동산P2P금융 업계 1위입니다.
2014년 12월 부동산 P2P 금융 서비스 출시 이후 업계 최초 누적 대출액 5,685억원 및 누적 상환액 3,210억원(2019.01 기준)을 달성하며 업계를 선도하고 있습니다. 수많은 P2P 금융업체들과 경쟁하며, 안정성을 기반 고객 유치에 있어 압도적으로 성장하였으며 대한민국 제 3의 금융시장을 대표하는 기업으로 자리매김하였습니다.
 테라펀딩은 끊임없이 도전합니다.
부동산으로 어려움을 겪는 사람들에게 최고의 상품과 서비스를 제공하여 행복한 삶에 기여하고자 합니다. 하여, 업계 최초 수익형 부동산 실무교육과정 개설, P2P 업계 첫 금융감독원 등록 등 부동산, IT, 금융전문가들이 함께 힘을 모아 다양한 방법으로 도전하고 있습니다.
 테라펀딩은 탄탄하게 성장합니다.
인적경쟁력과 빠른 실행력, 리스크 관리 능력을 인정받아 2018년 1월 국내 P2P 기업이 시리즈 A단계에서 받은 투자금 중 역대 최대 규모로 100억원 투자 유치에 성공하였습니다.
 테라펀딩은 업계 최고 대우를 보장합니다.
최고의 역량을 가진 구성원들이 최고의 실력을 발휘할 수 있도록 연봉 포함 최고의 대우를 약속합니다. 탄력근무제를 운영하고 있으며, 교육비, 식비(점심/저녁), 간식을 제공합니다.

 보안취약점 진단/개선/관리
 사내 인프라 운영 업무 (네트워크, S/W, 솔루션)
 AWS 보안 운영 및 관리
 침해 사고 대응

 기업 IT보안 경력 3년 이상
 정보보호 솔루션(F/W, WAF, IPS, VPN, UTM, NAC, DLP, 접근제어 솔루션 등) 운영 경험자
 해킹 및 보안 취약점 이해 보유자
 AWS의 기초에 대한 이해도 보유자

 화이트 해커 우대
 보안을 고려한 네트워크 디자인 및 구성경험
 이상징후 이벤트에 대한 분석 경험
 클라우드(AWS 등) 보안 운영 및 관리 경험
 마이크로서비스 아키텍처에 대한 이해와 경험
 CI/CD 구축&운영 경험
 관련 자격증 소지자 우대
(CISSP, CASA 등 보안 관련 자격증 / ISMS, PIMS, ISO27001 등 인증심사원)

1. 점심/저녁 식대 제공, 간식 제공
2. 년 180만원 교육비 및 무한 도서비 지원
3. 유연근무제 실시 (오전 7시 출근 ~ 오후 4시 퇴근 / 오전 10시 출근 ~ 오후 7시 퇴근 모두 가능!)
4. 건강검진 매년 지원 / 배우자 격년 지원
5. 매주 금요일 점심 모모밥 실시 (점심시간 2시간)"
279,노스스타컨설팅(주),BI사업부,"

 솔루션 기반의 통합(Integration) 서비스 개발 및 운영

 IT경력 3년 이상, Java 및 DBMS 중급 이상

 통합(EAI, B2Bi, ESB, SOA)부문 경험자, 관련자격증 보유자, 영어 가능자

"
280,(주)한양, ICT,"

 ICT

 스마트시티(IT영역)에 대한 지식/경험 (ICT 혁신기술 적용, 최적화)
 솔루션 업체 리딩(컨트롤) 역량
 직급 : 임원급 ~ 사원급
 직무관련 학과 및 법/상경계열 전공자
 입사지원서에 허위기재가 있거나 제출한 서류가 허위일 경우 입사를 취소함
 병역필 또는 면제자로 해외여행에 결격사유가 없는 자

 LG CNS 등 대형 IT사 경력자
 국토연구원 등 국책 및 대학 연구기관 출신
 UCITY, 스마트시티 컨설팅 업체 경력자
 다양한 네트워크 보유자
 직무관련 자격증 소지자 우대
 국가등록 장애인 및 국가보훈 대상자는 관련법 및 내부규정에 의거 우대

"
281,네이버클라우드(주),파트너쉽 담당,"

 네이버 클라우드 플랫폼 파트너 담당자
 주요 파트너 발굴
 파트너 관리 정책 수립 및 프로그램 설계
 파트너 성장 지원

 클라우드 및 IT 비즈니스(기술)에 대한 이해 및 관련 경험
 파트너 혹은 채널 영업 및 관리 경험
 채널 생태계에 대한 이해
 정책 개발 및 운영 경험
 관련 업무 경력 최소 3년 ~ 5년
 4년제 학사학위 이상 소지자

 IT(Cloud, SW, HW) B2B 파트너쉽 경력자 우대
 Enterprise 고객 관리 경험 우대
 클라우드 비즈니스 종사자 혹은 경력자 우대
 외국어(영어) 능통자 우대

"
282,(주)두잇시스템,Smart Factory Integration,"

 Industrial Automation
 Smart FactoryMES
 EIF/ECS
 PLC/HMI

 C#.NET , HMI
 TCP/IP 통신
 RDB(Oracle, MSSQL)
 주요 근무지 : 충북(오창/청주), 경기(이천/기흥), 해외(미국,중국남경,폴란드)



"
283,(주)두잇시스템,Web & Mobile System,"

 HR Solution
 ERP
 Sales&CRM
 경영관리
 웹&모바일 개발자

 JAVA, JSP,Oracle
 Domain Solution
 주요 근무지 : 서울(가산, 여의도, 마곡, 중구, 강남), 경기(파주) 등



"
284,(주)투게더아트,서비스 기획 및 운영기획,"We Share Art!

아트투게더는 고가의 미술품을 크라우드 펀딩을 통해 구입하여, 이후 작품 매각시 각자가 투자한 지분에 따라 수익을 배분하는 IT기반 플랫폼 입니다.

심미적 가치를 제공하면서도 높은 투자수익률을 가져다줄 수 있는 미술품을 크라우드 펀딩으로 모집합니다. 이를 통해 대중들도 고가의 미술품에 투자하고 향유할 수 있도록하여 아트 마켓을 더욱 활성화하는 데에 목표를 두고 있습니다.

아트투게더는 국내 최초 미술품 공동소유 플랫폼으로, 투명성과 개방성을 무기로 미술시장의 성장을 선도해가고 있습니다. 다양한 아트행사 및 리워드로 누구나 미술에 쉽게 접근할 수 있도록 미술 대중화에 앞장서고있습니다.

아트투게더의 전신은 한국핀테크산업협회(KORFIN) 부회장사 투게더앱스입니다. 투게더앱스는 투게더펀딩 이라는 온라인 P2P금융 플랫폼 (together.co.kr)을 운영하고 있고, 현재 누적 거래액이 4000억원을 돌파해 부동산 기반 P2P금융기업 중 마켓쉐어 23%로 1위 자리를 계속해서 유지하고 있습니다.

관련 기사: http://biz.chosun.com/site/data/html_dir/2019/06/25/2019062500071.html

 UI/UX 설계를 통한 웹/앱 서비스 기획 (Prototype / Wireframe / Storyboard / Proposal)
 운영 중인 어드민 솔루션 사용성 고도화
 신규 프로젝트 수행
 고객과 시장환경을 고려한 서비스 운영 정책 수립
 서비스 운영 및 전략기획

 IT업계 UX/UI 설계 및 기획 실무 경력 2년 이상인 분
문제를 정의하고 원인을 파악하여 적절한 해결책을 낼 수 있는 분
다양한 부서(사업, 디자인, 개발, 운영 등)와 원활한 커뮤니케이션이 가능한 분
다양한 요구사항을 단순화하여 직관적인 UI/UX로 설계하고 표현할 수 있는 능력이 있으신 분
포트폴리오 제출 필수 (서비스 기획 문서)



 사내 카페테리아에서 커피 무한제공(바리스타상주)
 여름특별휴가 3~5일
 직급체계가 없는 수평문화(영어 이름 사용)
 자체 헬스장 운영"
285,동서정보기술(주),마케팅,"

 마케팅전략
 채널관리

 IT업계 마케팅 경력1년~3년
 학사 이상 학위자
 기업용솔루션업체 채널마케팅 경력자



"
286,라인게임즈(주),웹 서비스 기획 및 운영자 모집,"

 게임 서비스/게임 플랫폼 신규기획/운영기획
 게임 서비스 플랫폼 운영
 사업/운영/개발 유관 부서와 커뮤니케이션

 IT 서비스 기획 경력이 2~5년 이내 이신 분
 사용자의 요구사항을 분석하여 핵심 NEEDS를 도출할 수 있는 분
 기능정의, 상세기획 경험이 있으신 분
 문서화 경험 필수 (PPT, Excel)
 웹 서비스 구축 경험이 있으신 분
 밝고 긍정적인 마인드를 갖추신 분

 게임 서비스/플랫폼 기획 경험
 정책/프로세스 정의 경험
 특정 서비스를 기획  런칭  운영 해 본 경험
 협업 부서와의 커뮤니케이션 경험
 백오피스 기획 경험
 글로벌 런칭 경험
 Confluence, Jira 등의 업무 협업 툴 사용 경험
 게임을 즐기는 분

"
287,안진회계법인,회계감사본부 Assurance FS 전문가  금융공학 및 기타,"

 금융공학 및 기타

 경력 3년 이상 이하
 Global Talent Standards 에 따른 역량을 보유한 자
 금리 리스크 또는 보험 리스크
 영어가 능통하며 (금융사) IT 전반에 대한 컨설팅 수행
 보험사 원가관리 회계

 영어 능통자

"
288,(주)에이블리코퍼레이션,사업 기획,"

 서비스 영역 확장을 위한 사업 추진
 신규 비즈니스 발굴부터 기획 수립, 실행을 주도
 데이터 분석을 통한 서비스의 성장 기회 포착과 실행

 IT/Tech, 온라인/패션 시장과 트렌드에 대한 깊은 관심과 이해가 있으신 분
 주도적으로 프로젝트를 기획/운영/관리해 본 경험이 있으신 분
 SQL을 통한 데이터 추출/분석이 가능하신 분
 데이터에 기반한 논리적 사고를 가지신 분
 원활한 커뮤니케이션 능력을 갖추신 분
 에이블리의 조직문화를 이해하고 함께 성장하고자 하는 목표를 가지신 분

 이커머스 회사에서 카테고리(사업영역) 확장 경험이 있으신 분
 Python, R 등 데이터 분석툴 활용이 가능하신 분

"
289,네이버클라우드(주),Infrastructure Security Engineer_오피스 보안,"

 오피스 보안 업무 환경에서 발생하는 보안 위협에 대한 통제 기획 및 적용
 악성코드 감염 대응
 망분리/가상화 환경 구축 및 운영
 엔드포인트 보안 솔루션 구축 및 운영

 해외출장에 결격 사유가 없는, 2년 이상의 경력을 가진 자
 IT보안/침해사고 대응에 대한 이해와 관련지식 보유
 각종 OS 전반에 대한 지식 (MS Windows, MacOSX, Android, IOS, Linux 등 )
 오피스 망 분리 및 가상화 관련 지식 및 운영 경험
 오피스관련 기술적 보안 업무 수행 경험 2 ~ 5년

 IT기업 또는 금융권에서 다양한 디바이스에 대한 보안 솔루션 운영 경험 보유 하신 분
 APT대응 솔루션, 무선네트워크 보안 솔루션, 엔드포인트 보안솔루션 운영 경험 보유 하신 분
 방송통신위원회, 금융보안원 현장실사 수검 경험 보유하신 분
 Beyondcorp, zero trust, cloud native security 등 새로운 개념과 기술에 대해서 고민해보시고, 직접 구현해보고 싶은 분

"
290,유비즈정보기술(주),기획 / 품질관리,"

 품질관리

 소프트웨어 품질관리 및 품질인증(ISO, TL)를 경험자

 정보처리
 정보관리 기술사
 정보처리 (산업)기사
 데이터아키텍처 전문가(DAP, DAsP)
 SQL전문가(SQLP)
 SQL개발자(SQLD)
 데이터분석전문가(ADP, ADsP)

 SW인증
 KCSM(UML 자격인증)
 KCSM(UML 자격인증)

"
291,유비즈정보기술(주),연구개발 / 컨설팅,"

 컨설팅

 소프트웨어 개발자로서 Presales를 경험자
 소프트웨어 개발자로서 프로젝트 진행 관리를 경험자

 컴퓨터 운용
 컴퓨터 시스템 응용 기술사
 전자계산기조직응용기사
 전자계산기기사
 전자계산기제어 산업기사
 임베디드 기사
 리눅스마스터 1,2급

 정보처리
 정보관리 기술사
 정보처리 (산업)기사
 데이터아키텍처 전문가(DAP, DAsP)
 SQL전문가(SQLP)
 SQL개발자(SQLD)
 데이터분석전문가(ADP, ADsP)

 SW인증
 KCSM(UML 자격인증)
 KCSM(UML 자격인증)

"
292,유비즈정보기술(주),연구 / HW 개발,"

 HW 개발

 전자, 컴퓨터, 전기 관련 학과 졸업자로서 C, C++ 프로그래밍 가능하신 분

 정보처리
 정보관리 기술사
 정보처리 (산업)기사
 데이터아키텍처 전문가(DAP, DAsP)
 SQL전문가(SQLP)
 SQL개발자(SQLD)
 데이터분석전문가(ADP, ADsP)

 SW인증
 KCSM(UML 자격인증)
 KCSM(UML 자격인증)

"
293,우리보험계리컨설팅(주),계리 실습생,"

 계리 시스템 구축에 함께 할 IT 전문 인력을 수시 모집하고 있습니다.

 수학.통계학.보험계리학.금융공학.컴퓨터공학 등 관련 전공자
 보험계리 또는 IT 관련 경력자

 보험계리사 자격증 소지자
 프로그램 (MS Office, VBA, SQL) 능숙자

"
294,네이버클라우드(주),Security Engineer 클라우드 보안 인증 대응,"

 국내/외 클라우드 관련 보안 인증 대응
 각 인더스트리 고객의 클라우드 도입을 위한 컴플라이언스 지원

 해외출장에 결격 사유가 없는, 2년 이상의 경력을 가진 자
 클라우드 관련 보안 인증 규격에 대한 지식 및 경험 (CSAP, ISMSP, CSA STAR , MTCS 등)
 각 인더스트리별 IT 컴플라이언스 (금융,공공,의료 등)에 대한 이해
 기술 컨텐츠 작성 및 프리젠테이션 능력
 관련 경력 3년 이상

 보안 인증 대응 경험자
 금융권 클라우드 보안 컨설팅 경험
 인증심사원 자격 보유자

"
295,네이버클라우드(주),클라우드 SaaS 기획,"

 당사 클라우드 서비스인 WORKPLACE 회계 서비스 기획 및 설계
 WORKPLACE 운영 정책 및 프로세스 수립 및 운영
 WORKPLACE 서비스 출시와 관련한 마케팅 대응 (세미나, 교육, 마케팅 문서 작성)
 글로벌 시장조사, 경쟁 상품분석 및 사업기획

 기업용 회계업무 처리에 대한 이해도
 IT 산업 및 ERP, 그룹웨어 전반에 대한 기본적인 이해도
 시장/경쟁사/고객분석, 산업 트렌드 조사 및 분석 능력
 개발자/운영자/고객과의 원활한 커뮤니케이션 스킬
 책임감 있고 자기 주도적인 업무 진행력
 관련 경력 5년 이상

 회계업무 및 ERP 운영 경험 또는 상응하는 이해도
 B2B형 대고객 서비스 전반의 기획부터, 출시 운영까지의 상품화 cycle 경험
 데이터 분석을 통한 서비스 전략 수립 경험
 파트너 제휴 플랫폼 기획 및 운영 경험

"
296,유비즈정보기술(주),연구개발 /HW 개발,"

 HW 개발

 Raspbian, Arduino 개발 경험자

 정보처리
 정보관리 기술사
 정보처리 (산업)기사
 데이터아키텍처 전문가(DAP, DAsP)
 SQL전문가(SQLP)
 SQL개발자(SQLD)
 데이터분석전문가(ADP, ADsP)

 SW인증
 KCSM(UML 자격인증)
 KCSM(UML 자격인증)

"
